,userId,movieId,rating,timestamp
0,509,5,1.5,1435992893
1,592,6,3.0,837350390
2,438,11,4.0,1105668426
3,350,12,3.0,864941118
4,476,13,3.0,835022487
5,372,14,4.0,874416949
6,606,15,3.5,1171839063
7,474,16,4.0,1088426731
8,521,18,4.0,852713356
9,64,19,3.5,1161521687
10,199,20,2.0,1022161793
11,462,21,4.0,1121923492
12,91,22,3.5,1112712292
13,201,24,4.0,941211478
14,90,25,5.0,856353996
15,605,28,4.0,1277094943
16,217,38,2.0,955945548
17,84,55,4.0,858772543
18,267,58,5.0,959807857
19,404,62,4.0,838376141
20,608,63,0.5,1117506926
21,492,64,3.0,863976525
22,277,65,3.0,861812976
23,6,66,3.0,845555151
24,544,68,5.0,850688776
25,484,69,4.5,1342300148
26,452,70,4.0,1013397998
27,438,71,2.0,1105664825
28,599,73,3.0,1519421396
29,474,74,3.0,974669217
30,492,75,3.0,863976878
31,51,76,5.0,1230930644
32,603,77,4.0,954482106
33,414,78,3.0,961518581
34,150,79,3.0,854203229
35,606,80,4.0,1171409272
36,521,81,3.0,852713417
37,479,82,5.0,1039362593
38,214,83,3.0,853938185
39,199,85,1.0,940380890
40,288,87,3.0,1174395882
41,539,88,3.5,1332474517
42,414,89,3.0,961515928
43,501,93,3.0,844974090
44,541,95,3.0,835643186
45,474,96,3.5,1053020997
46,318,97,4.5,1419694783
47,191,99,5.0,829759809
48,6,100,3.0,845555151
49,307,101,4.5,1186087030
50,492,103,3.0,863976674
51,590,104,3.5,1258416985
52,323,105,3.0,1422640550
53,4,106,4.0,986848784
54,448,107,4.0,1019125396
55,603,108,4.0,954482070
56,444,110,4.0,832670075
57,444,111,5.0,832671475
58,270,112,3.0,853918793
59,6,113,3.0,845556257
60,609,116,3.0,847221025
61,604,117,3.0,832080636
62,414,118,2.0,961439170
63,40,121,4.0,832060318
64,99,122,4.0,829828005
65,318,123,4.5,1442351313
66,260,128,3.0,1109410370
67,290,129,2.0,974937943
68,609,137,3.0,847221054
69,191,140,3.0,829759809
70,151,141,3.0,855947195
71,109,144,3.0,841109781
72,318,145,3.5,1263848636
73,6,146,4.0,845555607
74,261,147,4.5,1404880987
75,191,148,5.0,829760897
76,603,149,2.0,963179615
77,592,150,5.0,837349827
78,380,152,1.0,1494036422
79,476,153,3.0,835021342
80,387,154,4.0,1154939034
81,437,155,4.0,859721662
